state,SUM,latitude,longitude
Illinois,2,41.6915,-87.7034
New York,2,40.8416,-73.9011
Louisiana,2,30.0152,-90.0176
Georgia,2,33.5679,-84.5618
Illinois,2,40.7184,-89.5811
Texas,2,30.0261,-95.6237
North Carolina,2,34.8211,-79.1807
Arizona,2,33.2911,-112.034
Arizona,2,33.3668,-112.18
South Carolina,2,33.504,-81.8721
South Carolina,2,33.504,-81.8721
Alabama,2,33.6448,-85.8278
Indiana,2,41.5639,-87.1809
California,2,33.802,-117.792
Florida,2,25.9955,-80.2152
Kansas,2,37.7091,-97.3792
Louisiana,2,29.9538,-90.1279
California,2,33.7517,-117.916
Wisconsin,2,43.0969,-87.9267
Georgia,2,33.8034,-84.3963
Kansas,2,39.113,-94.7435
Tennessee,2,36.095,-86.6389
Louisiana,2,30.1002,-91.8227
Illinois,2,41.5165,-88.084
California,2,36.3378,-119.294
Florida,2,25.8914,-80.3299
California,2,33.9629,-118.045
Massachusetts,2,42.3909,-71.0316
Maryland,2,38.961,-76.9654
Nevada,2,36.1087,-115.173
New York,1,43.1738,-77.5936
New York,1,40.9346,-73.8958
Minnesota,1,44.8996,-93.2425
Pennsylvania,1,39.9643,-75.1946
Ohio,1,39.785,-84.2076
Louisiana,1,29.9982,-90.0605
Pennsylvania,1,39.9912,-75.1686
Ohio,1,40.0963,-83.1741
Tennessee,1,36.4935,-86.8857
New York,1,40.8566,-73.8676
Georgia,1,33.7598,-84.4134
Tennessee,1,35.1776,-89.7736
Illinois,1,40.4806,-88.9846
Kentucky,1,38.0266,-84.5184
Florida,1,30.2951,-81.4506
Alabama,1,32.6342,-87.4001
Tennessee,1,35.1152,-90.0111
District of Columbia,1,38.8732,-76.9507
Pennsylvania,1,39.9095,-79.8254
Oregon,1,42.4352,-122.889
Pennsylvania,1,41.818,-75.6554
Pennsylvania,1,40.3284,-75.9107
Pennsylvania,1,40.0355,-76.3098
California,1,32.7629,-117.016
New York,1,42.7275,-73.6898
New York,1,40.7558,-73.9219
Tennessee,1,35.1427,-89.956
Texas,1,33.409,-94.0595
California,1,34.0037,-118.298
Florida,1,28.0083,-81.7367
Louisiana,1,30.035,-89.9304
Maryland,1,39.308,-76.6449
Alabama,1,33.1947,-87.5448
Tennessee,1,36.0635,-86.6451
Louisiana,1,29.9746,-92.1343
Connecticut,1,41.3228,-72.9349
Illinois,1,41.8827,-87.7733
Indiana,1,41.6812,-86.2766
North Carolina,1,36.0875,-79.4184
Mississippi,1,32.3558,-90.1526
Colorado,1,39.6983,-104.837
Oklahoma,1,36.1511,-95.9945
Illinois,1,41.71,-87.5523
Pennsylvania,1,39.9674,-75.2167
Pennsylvania,1,40.4235,-79.8824
North Carolina,1,35.0432,-79.2451
Missouri,1,38.6737,-90.2824
Mississippi,1,32.3747,-90.1258
Indiana,1,39.8228,-86.2175
Illinois,1,40.143,-87.5964
Delaware,1,39.7456,-75.5308
Michigan,1,43.07,-83.7195
Pennsylvania,1,39.9611,-75.2227
Illinois,1,40.6906,-89.6058
Georgia,1,34.0816,-84.4541
Connecticut,1,41.2115,-73.1959
Michigan,1,42.9074,-85.6078
Connecticut,1,41.3048,-72.923
Texas,1,31.7875,-106.448
Ohio,1,40.0844,-82.9657
Texas,1,32.7636,-97.4883
New York,1,40.7734,-72.9439
New Jersey,1,40.2049,-74.7525
Connecticut,1,41.3048,-72.923
Arizona,1,33.5531,-112.054
Maryland,1,39.2971,-76.5726
Arizona,1,33.3931,-111.589
California,1,35.3594,-118.987
Florida,1,25.7284,-80.3089
Illinois,1,42.4213,-87.8905
California,1,33.9967,-118.115
California,1,40.4638,-122.339
New Jersey,1,40.2218,-74.7465
Louisiana,1,29.988,-90.8381
Mississippi,1,30.4089,-89.0868
Texas,1,33.0421,-96.6123
South Carolina,1,33.5635,-81.0755
Nevada,1,36.1611,-115.117
Kentucky,1,37.6731,-86.7039
Mississippi,1,32.2906,-90.2009
Ohio,1,41.4805,-81.6919
Illinois,1,41.709,-87.6199
Massachusetts,1,42.3407,-71.0777
Wisconsin,1,44.8291,-91.5815
Pennsylvania,1,40.3832,-79.5918
District of Columbia,1,38.8736,-76.9343
Indiana,1,40.291,-86.5023
California,1,40.7324,-124.212
Illinois,1,41.9194,-87.7138
Tennessee,1,36.2236,-86.822
Wisconsin,1,43.0592,-87.945
Alabama,1,33.4426,-86.1168
Louisiana,1,32.7961,-93.9312
Ohio,1,40.8743,-80.5661
West Virginia,1,38.4152,-82.4331
Montana,1,48.1144,-114.023
Florida,1,25.8273,-80.1936
New York,1,43.041,-76.1721
Florida,1,25.8265,-80.1913
North Carolina,1,35.0258,-78.9013
Kentucky,1,38.205,-85.7785
Rhode Island,1,41.8852,-71.376
Massachusetts,1,42.7827,-71.0824
Ohio,1,39.9573,-82.7916
Oregon,1,44.7881,-117.846
Arkansas,1,34.7158,-92.3436
Virginia,1,36.9786,-76.4159
New York,1,42.6597,-73.7668
Oklahoma,1,35.4168,-97.5205
Florida,1,26.6681,-81.8159
Michigan,1,42.2885,-83.1478
Minnesota,1,45.0039,-93.2714
Virginia,1,38.3326,-77.0484
Maryland,1,38.8186,-76.8909
Maryland,1,39.293,-76.5994
Texas,1,28,-97.5247
South Carolina,1,32.2371,-80.8604
Arkansas,1,34.7177,-92.3424
Ohio,1,39.7656,-84.2471
North Carolina,1,36.1027,-79.4369
Alabama,1,30.8689,-88.3105
Georgia,1,31.1804,-83.8055
New Jersey,1,40.8097,-74.1216
Indiana,1,41.5834,-87.5
Pennsylvania,1,39.9907,-75.1083
Massachusetts,1,42.16,-72.4801
Florida,1,28.5392,-81.4127
Florida,1,27.9961,-82.4265
New Jersey,1,40.2369,-74.7792
Florida,1,30.199,-85.8459
Ohio,1,39.3933,-84.5496
Illinois,1,41.7465,-87.6637
Florida,1,26.2752,-80.1097
North Carolina,1,35.5494,-77.1922
Tennessee,1,36.1717,-86.8178
Tennessee,1,35.2113,-88.2332
Florida,1,27.7122,-82.6524
South Carolina,1,33.7782,-79.0169
Virginia,1,37.5025,-77.4687
Arizona,1,33.4933,-112.341
Texas,1,32.8185,-97.2344
Florida,1,30.5087,-87.2499
Alabama,1,32.356,-86.3356
Illinois,1,41.6851,-88.0909
Illinois,1,40.4556,-88.1025
Illinois,1,38.895,-90.1663
Ohio,1,39.7676,-84.2425
Tennessee,1,35.0952,-89.9969
Missouri,1,38.5934,-90.2266
Texas,1,26.1811,-98.1359
South Carolina,1,33.7782,-79.0169
New York,1,42.6706,-73.7746
New Jersey,1,40.2096,-74.7607
Florida,1,27.9872,-82.3349
Texas,1,30.0586,-99.1407
Oklahoma,1,36.7357,-97.0609
Washington,1,46.5814,-120.488
Virginia,1,36.6983,-79.865
Florida,1,29.2605,-81.0586
New Jersey,1,39.3643,-74.4229
Texas,1,29.8348,-95.7253
Indiana,1,41.4267,-87.1178
Texas,1,32.9377,-96.6031
Texas,1,32.7555,-97.3308
New Jersey,1,40.7141,-74.0759
Florida,1,26.6839,-80.6801
Missouri,1,38.8823,-92.3596
North Carolina,1,35.9732,-78.8896
Maryland,1,39.2814,-76.6572
Massachusetts,1,42.4038,-71.1458
Texas,1,29.7621,-95.3575
Ohio,1,39.112,-84.572
Pennsylvania,1,39.9965,-75.1058
Alabama,1,32.491,-87.8487
Pennsylvania,1,39.9948,-75.113
Pennsylvania,1,39.9631,-75.1585
New York,1,43.0268,-76.1784
North Carolina,1,35.4233,-78.0576
New Jersey,1,40.9245,-74.185
Tennessee,1,35.1937,-89.8889
Pennsylvania,1,39.9385,-77.3045
Tennessee,1,35.9769,-83.9447
Pennsylvania,1,40.6886,-75.2319
Kentucky,1,38.0153,-84.4489
New York,1,42.7303,-73.6621
California,1,34.0131,-118.41
Texas,1,33.6057,-101.787
New Hampshire,1,43.5398,-71.483
Arizona,1,35.2143,-113.763
New York,1,43.0187,-76.1516
Illinois,1,41.7125,-87.6264
Mississippi,1,32.3187,-90.2346
Missouri,1,38.9718,-92.2692
Ohio,1,39.9117,-82.9898
Ohio,1,39.9164,-82.895
Louisiana,1,29.9967,-90.0531
South Carolina,1,33.8497,-78.8386
Maryland,1,39.3388,-76.5525
Pennsylvania,1,40.4581,-79.9084
Oklahoma,1,35.4681,-97.3884
Missouri,1,38.3788,-91.0671
New York,1,42.6477,-73.7517
Mississippi,1,32.3334,-90.2694
California,1,36.7523,-119.736
South Carolina,1,32.2371,-80.8604
New York,1,40.8173,-73.9052
Pennsylvania,1,40.0058,-75.1553
Illinois,1,41.857,-87.7155
Arkansas,1,34.6643,-92.3446
Pennsylvania,1,39.9216,-77.2997
California,1,37.8398,-122.27
California,1,37.7516,-122.154
Florida,1,28.9443,-81.3004
Georgia,1,33.0252,-85.0314
Alabama,1,33.6115,-86.7215
Illinois,1,42.0451,-88.2935
Ohio,1,39.7589,-84.1916
Iowa,1,42.4875,-92.3559
Florida,1,25.9384,-80.2685
New Jersey,1,40.7491,-74.2144
California,1,37.8215,-122.27
Texas,1,29.8866,-95.4804
New York,1,40.6858,-73.9236
Georgia,1,31.5748,-84.1617
Michigan,1,43.3493,-83.9345
North Carolina,1,35.2221,-78.9596
South Carolina,1,34.9169,-81.0107
Michigan,1,42.7875,-86.1089
Illinois,1,41.5644,-87.5588
Texas,1,31.0667,-98.1857
Kansas,1,38.9452,-95.2766
Pennsylvania,1,40.0001,-75.2284
Illinois,1,41.7753,-87.6924
Montana,1,48.6567,-112.358
Maryland,1,39.3359,-76.5553
Louisiana,1,32.4634,-93.8275
North Carolina,1,35.1108,-77.0461
New Jersey,1,40.2199,-74.7451
North Carolina,1,35.1847,-77.9527
Illinois,1,40.1411,-87.5886
Illinois,1,41.7125,-87.6264
New York,1,40.6744,-73.7992
Florida,1,28.0638,-80.6098
Oklahoma,1,36.3898,-95.6458
Texas,1,32.8536,-96.6548
Wyoming,1,41.594,-109.237
Louisiana,1,30.2278,-92.0148
New York,1,43.1836,-77.583
New York,1,40.6323,-73.9009
California,1,34.1286,-117.241
Ohio,1,41.5063,-81.4675
North Carolina,1,34.6239,-78.6168
Pennsylvania,1,39.8917,-79.7353
Florida,1,25.9537,-80.2001
California,1,39.7285,-121.837
Maryland,1,39.3794,-76.4599
Florida,1,26.7501,-80.3192
Rhode Island,1,41.8279,-71.4426
California,1,33.5457,-115.977
Minnesota,1,44.9816,-93.2972
Florida,1,30.5093,-84.3787
Michigan,1,42.9788,-85.6461
Florida,1,30.3281,-81.6641
Illinois,1,41.7994,-87.6651
Ohio,1,41.6469,-83.5652
New York,1,43.011,-76.1573
Florida,1,28.8021,-81.8875
Michigan,1,42.8111,-85.8417
New York,1,40.7141,-73.5912
Minnesota,1,45.024,-93.2963
Florida,1,30.575,-85.8105
West Virginia,1,38.3619,-81.6449
New Jersey,1,40.7196,-74.0825
Mississippi,1,31.7006,-89.1387
Virginia,1,37.1214,-79.2941
Connecticut,1,41.1865,-73.1952
Pennsylvania,1,40.1176,-75.0145
California,1,37.9975,-121.321
California,1,36.6679,-121.657
New Jersey,1,40.7435,-74.2299
Virginia,1,37.289,-76.7266
Florida,1,26.9275,-80.208
South Carolina,1,34.9221,-81.0439
South Carolina,1,34.9444,-81.0421
North Carolina,1,36.0207,-78.1141
Oklahoma,1,35.9851,-96.767
Michigan,1,43.0115,-83.6977
Indiana,1,40.5519,-85.6705
South Carolina,1,34.9444,-81.0421
Louisiana,1,29.9168,-90.0391
Washington,1,47.1952,-122.316
Minnesota,1,45.5317,-94.1821
Louisiana,1,29.9944,-90.0538
Pennsylvania,1,39.9979,-75.1108
Florida,1,28.02,-82.3746
Florida,1,30.2746,-81.7667
Illinois,1,41.7405,-87.5798
Maryland,1,39.294,-76.6182
Texas,1,29.6906,-95.549
Illinois,1,41.7105,-87.6372
Maryland,1,39.2927,-76.61
Kentucky,1,37.092,-84.6041
Maryland,1,39.2818,-76.6495
North Carolina,1,35.2305,-80.8806
North Carolina,1,36.0732,-78.077
Washington,1,47.6062,-122.317
North Carolina,1,35.6042,-77.3835
Florida,1,30.3566,-81.6745
Massachusetts,1,42.1075,-72.5728
Missouri,1,37.1453,-93.3331
Indiana,1,39.8153,-86.2536
Michigan,1,42.9296,-85.6668
Washington,1,47.6133,-122.344
Ohio,1,41.6798,-83.6285
Florida,1,30.2675,-81.5555
Michigan,1,43.0115,-83.6977
Missouri,1,38.6326,-90.1933
Louisiana,1,29.7647,-90.8329
Indiana,1,41.5995,-87.3578
New York,1,40.6707,-73.9504
Kentucky,1,38.2303,-85.7459
New Jersey,1,40.7063,-74.0804
Maryland,1,39.2852,-76.6207
Indiana,1,41.6726,-86.2368
North Carolina,1,36.0525,-79.8144
Alabama,1,34.7213,-86.6006
Indiana,1,39.6426,-85.1436
Maryland,1,38.9685,-76.5085
Florida,1,30.3224,-81.5624
Iowa,1,41.5945,-93.6347
Washington,1,47.4844,-122.219
Kentucky,1,36.9193,-86.4636
Florida,1,29.6237,-81.8539
Indiana,1,41.0672,-85.1399
New Jersey,1,39.3727,-74.4272
Wisconsin,1,43.0173,-87.9281
Washington,1,47.6611,-117.432
Ohio,1,39.8595,-83.9622
Michigan,1,42.9866,-83.6652
Texas,1,31.8598,-102.389
Nevada,1,36.1444,-115.065
South Carolina,1,32.8405,-79.9571
Florida,1,28.571,-81.3793
Massachusetts,1,42.6441,-71.2989
Mississippi,1,32.3733,-88.6975
New York,1,40.6158,-73.9445
Ohio,1,39.2171,-84.5422
New York,1,40.6646,-73.9056
New York,1,43.1537,-77.6289
Florida,1,30.1041,-82.7175
New York,1,40.6516,-73.9379
Louisiana,1,29.9631,-90.0646
Texas,1,29.7455,-95.3714
Pennsylvania,1,39.8652,-75.3563
Delaware,1,39.1596,-75.5425
Michigan,1,42.9298,-85.6667
Florida,1,30.1897,-82.6393
Alabama,1,33.5256,-86.577
Illinois,1,41.9588,-87.7529
Pennsylvania,1,39.9301,-75.1783
Illinois,1,41.8502,-87.6786
Virginia,1,37.5043,-77.4811
Georgia,1,31.2442,-81.5453
Illinois,1,39.7829,-89.622
Tennessee,1,35.1864,-89.8695
Florida,1,26.668,-80.1161
Indiana,1,41.0582,-85.1282
Florida,1,25.9771,-80.2073
North Carolina,1,35.9916,-78.9252
Ohio,1,40.0379,-82.8907
Florida,1,29.6566,-81.6439
Maryland,1,39.3303,-76.5346
Florida,1,27.4723,-82.4712
Texas,1,35.2171,-101.804
Florida,1,28.3228,-81.358
Indiana,1,39.6917,-86.1466
Maryland,1,39.286,-76.6726
California,1,34.4558,-117.515
Texas,1,32.8187,-96.6851
Illinois,1,39.8185,-89.6446
California,1,33.7444,-118.024
Maryland,1,38.9659,-76.4924
Iowa,1,41.5945,-93.6347
Alabama,1,34.8495,-86.7534
Oklahoma,1,36.1753,-95.9964
Georgia,1,33.5575,-84.4269
Pennsylvania,1,39.9583,-75.2456
Arizona,1,33.0585,-111.996
Florida,1,30.3216,-81.5774
Florida,1,30.3631,-81.7054
Georgia,1,34.0777,-84.4393
Indiana,1,39.6547,-85.1387
Michigan,1,42.2413,-83.6218
Indiana,1,37.9675,-87.5477
Washington,1,47.1414,-122.788
New Jersey,1,40.2222,-74.7602
Maryland,1,38.8437,-76.891
Texas,1,29.6564,-95.1644
Missouri,1,39.077,-94.5909
North Carolina,1,35.9417,-80.5472
Maryland,1,39.3016,-76.6251
Arkansas,1,34.8451,-92.186
Texas,1,33.5372,-101.865
North Carolina,1,35.0735,-78.886
Florida,1,28.5051,-81.7592
Maryland,1,39.3751,-77.1269
Washington,1,47.6104,-122.312
Oregon,1,44.9471,-123.05
Illinois,1,41.9175,-87.7
Tennessee,1,35.5106,-88.628
Texas,1,32.721,-97.0254
North Carolina,1,35.0817,-78.9568
New York,1,43.0906,-77.515
Kentucky,1,36.9487,-84.0969
Tennessee,1,35.0055,-85.293
New Jersey,1,40.2234,-74.774
Oregon,1,45.3903,-122.589
Ohio,1,40.0637,-82.4136
Colorado,1,38.4823,-107.862
New York,1,40.8642,-73.8913
District of Columbia,1,38.8937,-76.9191
Texas,1,29.3594,-98.4461
New Jersey,1,39.3877,-74.5261
Texas,1,29.7013,-95.6975
California,1,35.7796,-119.241
Indiana,1,39.7684,-86.1581
New Jersey,1,40.7514,-74.0509
Missouri,1,37.2064,-93.4366
Indiana,1,40.1115,-85.7291
California,1,36.6005,-119.44
Pennsylvania,1,39.9724,-75.1782
Pennsylvania,1,40.6812,-75.2216
Delaware,1,39.1629,-75.5317
New Jersey,1,40.4915,-74.4541
Virginia,1,37.1349,-76.5173
Florida,1,30.3397,-81.6868
Maryland,1,39.2344,-76.6039
Georgia,1,32.0555,-81.084
Maryland,1,39.2851,-76.5781
Maine,1,44.2343,-69.7786
Arkansas,1,33.6601,-93.5892
Texas,1,32.7461,-96.9176
Louisiana,1,29.9778,-90.0551
Arizona,1,33.6143,-112.324
Maryland,1,39.294,-76.62
Michigan,1,42.3325,-83.1324
Florida,1,29.1743,-82.1418
Kentucky,1,38.0565,-84.4404
Tennessee,1,36.0537,-86.7149
Maryland,1,39.1132,-76.8492
Tennessee,1,35.1642,-90.0051
New Jersey,1,40.7929,-74.0221
Ohio,1,41.0814,-81.519
Alabama,1,34.7713,-86.6167
Pennsylvania,1,39.9478,-75.2273
North Carolina,1,35.9119,-79.0622
Florida,1,30.7529,-86.58
Tennessee,1,35.047,-85.2612
New York,1,40.8264,-73.9081
Florida,1,28.5963,-81.4557
Texas,1,29.3396,-95.098
North Carolina,1,35.2845,-77.5771
Florida,1,30.3736,-81.7131
Arkansas,1,34.1915,-92.0635
Arkansas,1,35.2476,-91.7478
Louisiana,1,29.9768,-90.0556
Iowa,1,41.0625,-95.7475
Pennsylvania,1,40.6145,-75.4732
Massachusetts,1,41.6641,-70.9277
Missouri,1,39.0466,-94.4564
Rhode Island,1,41.824,-71.4128
New Jersey,1,39.7948,-75.0621
Ohio,1,41.5329,-81.5448
Indiana,1,41.0323,-85.1024
Oklahoma,1,36.2444,-95.6888
Illinois,1,41.8749,-87.6937
Mississippi,1,31.311,-89.3063
Georgia,1,33.7302,-84.4048
Texas,1,31.1195,-97.7255
South Dakota,1,45.4548,-98.4881
Kansas,1,39.037,-95.6972
Arkansas,1,36.0859,-90.6228
California,1,34.1631,-118.562
Indiana,1,37.971,-87.572
Connecticut,1,41.7934,-72.6663
Florida,1,28.6016,-81.4394
Florida,1,25.7753,-80.278
Ohio,1,39.4012,-84.6036
Florida,1,28.5421,-81.3751
New Jersey,1,39.7521,-74.9858
Louisiana,1,29.9923,-90.071
California,1,33.9792,-118.033
New Mexico,1,35.0957,-106.703
Tennessee,1,35.1222,-90.0386
Kentucky,1,38.2518,-85.7962
Texas,1,29.5374,-95.1011
Massachusetts,1,42.7856,-71.0831
South Carolina,1,34.8476,-82.3992
Florida,1,26.7767,-80.0866
Florida,1,30.3414,-81.6866
Pennsylvania,1,39.9433,-75.1635
New Jersey,1,39.3613,-74.4403
Pennsylvania,1,39.9396,-75.233
Texas,1,29.8654,-95.6832
Arkansas,1,34.7357,-92.3198
Georgia,1,32.9405,-83.6548
California,1,33.7417,-117.889
Indiana,1,39.743,-86.0347
New Jersey,1,39.3577,-74.4668
Wisconsin,1,43.1044,-87.9466
Illinois,1,41.8021,-87.615
Florida,1,29.1934,-82.0989
Pennsylvania,1,39.9333,-75.1593
Virginia,1,37.5033,-77.447
New York,1,41.3328,-73.9858
Indiana,1,41.0286,-85.1023
Virginia,1,37.5033,-77.447
California,1,34.9498,-120.414
Arkansas,1,35.8493,-90.6769
Illinois,1,41.9121,-87.7038
California,1,37.7329,-122.401
Georgia,1,32.0555,-81.1101
New Jersey,1,39.8952,-75.1241
Texas,1,32.4568,-99.765
Minnesota,1,45.0815,-93.3747
Ohio,1,39.1072,-84.5657
Ohio,1,39.5016,-84.4082
Florida,1,29.3822,-81.1343
Florida,1,30.3551,-81.6759
North Carolina,1,36.0988,-79.7485
Oklahoma,1,34.6157,-98.4695
Missouri,1,39.0548,-94.5352
Nevada,1,39.6034,-119.236
Ohio,1,39.9192,-82.8965
Texas,1,32.7353,-96.873
Wisconsin,1,43.0753,-87.9657
Wisconsin,1,43.0894,-87.9321
Louisiana,1,29.9035,-90.0623
California,1,37.9649,-121.777
Oklahoma,1,34.1597,-97.1274
New York,1,43.1521,-77.6357
Tennessee,1,36.1381,-86.7764
California,1,35.7847,-119.25
Louisiana,1,29.9116,-90.158
Florida,1,25.9197,-80.2115
Wisconsin,1,42.7829,-88.9086
Texas,1,29.4094,-98.5224
Virginia,1,36.7422,-80.7815
New Mexico,1,35.0528,-106.729
Texas,1,29.4082,-98.5204
Illinois,1,41.8966,-87.6357
California,1,36.7353,-119.79
New York,1,40.6701,-73.908
Wisconsin,1,43.0918,-87.9732
Missouri,1,38.7288,-90.2552
Louisiana,1,32.516,-93.7321
Rhode Island,1,41.7726,-71.3997
Illinois,1,42.0428,-87.6965
Wisconsin,1,43.1712,-87.962
Wyoming,1,43.1139,-108.351
Alabama,1,33.4488,-86.7966
Illinois,1,41.7929,-87.6192
Louisiana,1,30.4104,-91.0766
Florida,1,25.9995,-80.1427
New York,1,43.0482,-76.0996
Ohio,1,41.3961,-81.7347
Louisiana,1,29.9843,-90.0652
Wisconsin,1,43.9054,-91.2362
Maryland,1,39.3107,-76.6388
North Carolina,1,35.6143,-82.3987
Louisiana,1,30.0735,-90.4859
Massachusetts,1,42.3601,-71.0589
Florida,1,28.2872,-82.6977
Maryland,1,39.2889,-76.637
Arizona,1,33.4452,-112.046
Virginia,1,37.1654,-76.5722
Connecticut,1,41.1526,-73.2287
Pennsylvania,1,39.9776,-75.2355
Alaska,1,64.8285,-147.712
Missouri,1,38.5676,-92.176
New Jersey,1,40.2167,-74.0316
Maryland,1,39.2439,-76.5133
Georgia,1,32.7869,-83.8017
Indiana,1,39.8251,-86.1217
Missouri,1,39.0296,-94.2631
Michigan,1,46.1016,-88.346
Ohio,1,39.9464,-82.9651
New York,1,41.7473,-73.9648
Illinois,1,37.7275,-89.2277
California,1,35.3769,-118.993
Florida,1,27.5213,-82.578
Pennsylvania,1,40.0344,-75.1671
Tennessee,1,36.2253,-86.744
Wisconsin,1,42.7769,-88.9365
Illinois,1,41.7729,-87.6187
Pennsylvania,1,40.6066,-75.4899
North Carolina,1,34.3068,-77.9455
Texas,1,32.7555,-97.3308
Florida,1,26.1565,-80.2267
Ohio,1,39.7444,-84.2238
Tennessee,1,36.1665,-86.7616
New Jersey,1,40.9274,-74.176
Hawaii,1,21.3105,-157.837
California,1,36.7942,-119.696
Utah,1,41.2247,-111.962
Oklahoma,1,36.2874,-95.9972
Louisiana,1,32.526,-92.7143
Florida,1,29.2093,-82.1224
Nevada,1,36.1491,-115.15
New York,1,43.1616,-77.6398
California,1,36.7696,-119.668
Florida,1,30.3773,-81.6069
Pennsylvania,1,40.0363,-76.3111
Wisconsin,1,43.0346,-87.9221
Tennessee,1,35.021,-89.9967
Ohio,1,41.5459,-81.5852
Wisconsin,1,43.0704,-87.9333
Pennsylvania,1,40.0359,-75.0766
Maryland,1,39.2394,-76.5065
Tennessee,1,36.1662,-86.8295
Wisconsin,1,43.0346,-87.9221
Colorado,1,40.5164,-106.866
Louisiana,1,32.4393,-93.7653
Pennsylvania,1,39.9802,-75.1521
Pennsylvania,1,39.9866,-75.1712
Maine,1,43.66,-70.2515
Nevada,1,36.1512,-115.153
Pennsylvania,1,40.0359,-75.0766
California,1,37.8044,-122.205
Texas,1,32.9092,-96.7245
Kentucky,1,39.0685,-84.509
Texas,1,32.9243,-96.718
Mississippi,1,34.3629,-89.8914
North Carolina,1,34.6092,-79.1915
Indiana,1,41.6216,-86.7158
Tennessee,1,35.1773,-89.9548
Michigan,1,43.1831,-85.5105
New York,1,40.6393,-74.0877
Maryland,1,39.2874,-76.6628
New Jersey,1,39.3645,-74.4137
District of Columbia,1,38.9128,-77.014
Illinois,1,41.882,-87.7208
North Carolina,1,34.3082,-77.9383
New Jersey,1,40.7296,-74.2145
Rhode Island,1,41.5129,-71.3133
Indiana,1,41.4906,-87.5215
Illinois,1,42.0036,-87.6608
New York,1,40.6773,-73.9831
Wisconsin,1,43.0715,-88.0352
California,1,34.5209,-117.317
Mississippi,1,32.8018,-88.7109
South Carolina,1,34.0354,-81.036
Massachusetts,1,42.6273,-71.2998
Illinois,1,41.7787,-87.5864
Georgia,1,32.4482,-84.9519
Ohio,1,40.0101,-82.9849
Texas,1,27.8015,-97.4162
Tennessee,1,35.1225,-85.2976
Tennessee,1,36.3884,-86.4467
Louisiana,1,29.9373,-90.1008
Pennsylvania,1,40.4933,-75.4266
Missouri,1,38.3676,-90.8126
Texas,1,26.2582,-98.2238
West Virginia,1,39.3778,-81.187
Pennsylvania,1,40.6139,-79.1483
Ohio,1,41.5103,-81.5702
Ohio,1,39.9754,-82.8768
New Jersey,1,40.6933,-74.1004
New York,1,40.671,-73.8634
Ohio,1,39.9207,-83.1499
Florida,1,30.4539,-81.7055
South Carolina,1,34.869,-82.3558
Florida,1,26.6589,-81.8149
Florida,1,27.9934,-80.631
Oregon,1,45.3399,-122.575
Louisiana,1,32.471,-93.7758
Georgia,1,33.941,-84.5262
Florida,1,28.5421,-81.3751
Kentucky,1,38.0534,-84.5527
New Jersey,1,38.9881,-74.8161
New York,1,40.8433,-73.9192
Texas,1,27.7315,-97.4497
Missouri,1,38.7131,-90.255
Florida,1,29.2577,-81.1317
Mississippi,1,31.1855,-90.4479
Tennessee,1,36.1646,-86.7771
Pennsylvania,1,39.989,-75.1644
New Jersey,1,40.7218,-74.1731
Pennsylvania,1,40.0054,-75.1357
South Carolina,1,34.7097,-82.2837
Mississippi,1,30.3934,-88.5234
Ohio,1,39.7411,-84.2488
Kentucky,1,38.1112,-85.8649
New Jersey,1,40.8013,-74.4747
Tennessee,1,35.1074,-89.9725
Michigan,1,42.013,-85.3813
Maryland,1,39.2978,-76.6495
Iowa,1,41.6177,-93.6232
Florida,1,26.4895,-80.09
New York,1,40.7422,-73.8811
Louisiana,1,30.01,-90.034
Pennsylvania,1,40.3457,-76.4268
California,1,33.9833,-118.097
Georgia,1,32.0766,-81.0815
Texas,1,29.6511,-95.4711
Colorado,1,39.762,-105.646
Massachusetts,1,41.7526,-70.717
Tennessee,1,36.0795,-86.6446
Texas,1,33.579,-101.847
Georgia,1,32.4673,-84.951
Florida,1,30.3901,-81.7101
Florida,1,30.5907,-86.0686
California,1,37.6074,-121.03
South Carolina,1,33.6806,-78.8971
Texas,1,27.7252,-98.0732
Pennsylvania,1,39.9445,-75.2369
Pennsylvania,1,40.7941,-76.2847
Illinois,1,41.7797,-87.6521
Massachusetts,1,42.1177,-72.5632
Ohio,1,41.4531,-81.5534
New Jersey,1,40.9168,-74.1718
New York,1,40.6655,-73.9264
Maryland,1,39.308,-76.587
Pennsylvania,1,39.9967,-75.1755
Washington,1,47.5275,-122.268
Tennessee,1,35.6218,-88.8145
Texas,1,33.5799,-101.846
Louisiana,1,30.0027,-90.1579
Washington,1,47.5612,-122.324
Mississippi,1,34.007,-88.741
New York,1,40.691,-73.7976
Michigan,1,42.8924,-84.3546
Alabama,1,34.7511,-86.7483
Texas,1,29.2003,-95.5606
California,1,36.7041,-119.798
Pennsylvania,1,39.9669,-75.2299
California,1,37.3249,-121.784
Arkansas,1,35.1082,-92.4389
Illinois,1,40.6982,-89.584
Georgia,1,32.0489,-81.0791
North Carolina,1,36.065,-79.7516
Connecticut,1,41.7834,-72.6836
Michigan,1,42.3858,-83.0934
Wisconsin,1,43.1046,-87.9777
Wisconsin,1,43.0163,-87.9452
Iowa,1,42.5057,-92.336
Florida,1,28.3339,-81.3669
Iowa,1,41.6038,-93.6317
Florida,1,27.7616,-82.6957
Ohio,1,39.1149,-84.5273
Ohio,1,39.7648,-84.1596
South Carolina,1,34.9864,-82.1117
Pennsylvania,1,40.2672,-76.8662
