state,SUM,latitude,longitude
New Jersey,1,41.0929,-74.3066
South Carolina,1,34.8958,-82.409
Wisconsin,1,44.55,-92.0861
South Carolina,1,34.8526,-82.4407
Mississippi,1,31.3459,-89.3594
Maryland,1,38.8285,-76.9535
Ohio,1,40.0038,-82.9734
Alabama,1,30.7375,-88.0984
Illinois,1,41.7775,-87.6667
Massachusetts,1,42.3084,-71.0583
Illinois,1,41.7702,-87.6643
California,1,34.0437,-117.254
Pennsylvania,1,40.042,-75.1802
California,1,37.7833,-122.418
California,1,37.9471,-122.341
Massachusetts,1,42.2558,-71.1454
Illinois,1,40.1178,-88.224
Maryland,1,39.3168,-76.5758
California,1,39.7777,-121.596
Pennsylvania,1,40.0235,-75.0832
Pennsylvania,1,40.0375,-75.1379
Virginia,1,36.8499,-76.241
Massachusetts,1,42.3167,-71.0565
Indiana,1,39.8269,-86.1424
Maryland,1,39.3116,-76.6394
Pennsylvania,1,40.0206,-75.142
Louisiana,1,30.214,-92.3744
Oklahoma,1,36.1316,-95.8332
Delaware,1,39.7381,-75.5434
Florida,1,30.4483,-84.338
Maryland,1,38.9474,-76.916
Mississippi,1,32.3931,-88.7124
Alabama,1,30.7681,-88.0989
North Carolina,1,35.2627,-77.5816
California,1,38.0283,-121.891
Oklahoma,1,35.5529,-97.6332
Pennsylvania,1,39.9909,-75.1049
Massachusetts,1,42.3119,-71.0905
Iowa,1,41.3102,-91.7514
Maryland,1,39.302,-76.5948
New York,1,42.923,-75.9492
Pennsylvania,1,40.0162,-75.0855
Florida,1,30.2178,-81.5886
Maryland,1,39.3018,-76.5973
Michigan,1,43.4087,-83.9754
Kentucky,1,38.1465,-85.8737
Michigan,1,42.9899,-85.6813
Ohio,1,39.1891,-84.5163
New Mexico,1,35.073,-106.586
Iowa,1,42.0016,-95.9833
Florida,1,27.9197,-82.3623
Maryland,1,39.2628,-76.6331
Pennsylvania,1,40.0364,-76.3004
Pennsylvania,1,40.4534,-80.0015
Maryland,1,39.3018,-76.5964
Missouri,1,38.5475,-90.997
North Carolina,1,35.3615,-81.919
Michigan,1,43.0358,-83.6704
New York,1,40.5796,-73.9622
North Carolina,1,35.2535,-80.888
Pennsylvania,1,39.9751,-75.2478
Ohio,1,40.0624,-82.417
New York,1,40.5797,-73.9622
South Carolina,1,32.2151,-80.7089
Ohio,1,41.4481,-81.5911
Florida,1,28.5779,-81.4586
Alabama,1,33.2284,-87.5731
Maryland,1,39.3371,-76.4403
Delaware,1,39.7413,-75.5421
California,1,32.7148,-117.138
Ohio,1,41.4595,-81.8028
New Jersey,1,40.7629,-74.206
Pennsylvania,1,39.9302,-75.222
Illinois,1,42.037,-87.9637
Pennsylvania,1,39.9225,-75.233
North Carolina,1,36.078,-80.1782
District of Columbia,1,38.8961,-76.9267
Wisconsin,1,42.7269,-87.7827
Illinois,1,39.783,-89.6307
South Carolina,1,34.516,-82.6906
Georgia,1,33.2485,-82.0412
Ohio,1,41.6631,-83.6059
Illinois,1,41.6549,-87.6115
Nevada,1,36.1664,-115.08
Michigan,1,43.207,-86.2508
South Carolina,1,34.6968,-80.7515
Alabama,1,33.5299,-86.8149
Virginia,1,38.6486,-77.2951
Kentucky,1,38.0577,-84.4905
North Carolina,1,35.2125,-80.8931
Tennessee,1,36.0427,-86.6653
Florida,1,28.0251,-82.3976
Pennsylvania,1,40.0381,-75.1828
Indiana,1,41.6848,-85.9794
Tennessee,1,35.0945,-90.0555
Alabama,1,34.7942,-86.6146
Florida,1,30.3703,-81.6843
California,1,37.7537,-122.399
Maryland,1,39.2974,-76.663
Georgia,1,33.2637,-84.3121
Michigan,1,42.9623,-85.6602
Florida,1,25.8673,-80.2626
North Carolina,1,35.0723,-78.8835
Louisiana,1,30.4763,-91.1623
Virginia,1,36.8918,-76.236
Missouri,1,38.1827,-90.8431
Illinois,1,41.8866,-87.6643
California,1,37.961,-121.296
Georgia,1,33.5888,-84.4691
Virginia,1,36.7914,-76.0805
Texas,1,30.1875,-97.7736
Kansas,1,37.6753,-97.3172
Texas,1,29.8851,-95.4194
New York,1,42.1458,-74.6327
Michigan,1,42.0357,-85.3993
Pennsylvania,1,39.9961,-75.0758
Illinois,1,41.7699,-87.5878
Ohio,1,39.209,-84.3876
Georgia,1,31.1547,-83.779
North Carolina,1,36.1177,-80.208
Michigan,1,42.9623,-85.6602
South Carolina,1,34.6613,-81.6035
Louisiana,1,30.4842,-91.1575
Nebraska,1,41.2524,-95.9471
North Carolina,1,35.9281,-78.889
Alabama,1,34.7291,-86.6102
Kansas,1,39.2075,-96.6191
South Carolina,1,33.9823,-80.8907
West Virginia,1,37.7636,-81.1708
Indiana,1,41.5952,-87.4011
Pennsylvania,1,40.715,-76.279
South Carolina,1,34.0124,-81.0111
New York,1,40.9086,-73.7797
Ohio,1,41.5122,-81.5617
California,1,34.6156,-118.205
Ohio,1,41.3997,-81.5231
Illinois,1,41.7228,-87.5796
South Carolina,1,34.9092,-81.0295
New Hampshire,1,42.9943,-71.4593
Virginia,1,37.1976,-77.3769
Maryland,1,38.9343,-76.8251
Maryland,1,39.294,-76.62
Texas,1,29.7654,-95.3663
Florida,1,25.7606,-80.2693
Florida,1,30.2531,-81.79
Kentucky,1,38.0422,-84.4661
California,1,33.748,-117.915
New York,1,40.7219,-73.9809
California,1,32.7514,-117.096
Florida,1,30.3915,-81.7131
Delaware,1,39.7536,-75.5375
Illinois,1,37.7231,-89.2206
California,1,37.9399,-122.365
Georgia,1,32.0549,-81.0985
Georgia,1,32.5004,-84.8933
Pennsylvania,1,40.4632,-80.0198
California,1,32.7498,-117.117
Indiana,1,41.6865,-86.2777
Texas,1,29.5816,-97.9764
Illinois,1,41.8949,-87.7568
Missouri,1,38.6528,-90.2049
Ohio,1,39.2028,-84.5446
Tennessee,1,35.0596,-85.2746
Maryland,1,38.2588,-76.4838
Maryland,1,39.4768,-77.6809
Pennsylvania,1,39.9766,-75.1636
New York,1,40.6692,-73.9478
New York,1,40.6693,-73.9136
New York,1,40.6516,-73.9379
Alabama,1,33.6252,-86.8181
New York,1,42.7125,-73.8434
Massachusetts,1,42.2892,-71.0864
North Dakota,1,47.8026,-103.285
Kentucky,1,37.8953,-87.3643
District of Columbia,1,38.8774,-77.0141
District of Columbia,1,38.8426,-77.0008
Washington,1,47.6777,-117.424
Arkansas,1,34.4917,-93.057
North Carolina,1,36.0966,-79.422
Illinois,1,41.7921,-87.6649
Illinois,1,41.886,-87.7481
New York,1,42.666,-73.7684
Texas,1,35.2219,-101.872
New Jersey,1,40.8848,-73.9793
North Carolina,1,36.0998,-79.7463
South Dakota,1,44.0207,-103.241
Michigan,1,42.961,-85.6692
Wisconsin,1,42.5795,-87.8271
Ohio,1,39.9458,-82.9635
Minnesota,1,44.8379,-93.4009
Illinois,1,41.8878,-87.7553
Illinois,1,41.7882,-87.6587
Maryland,1,39.2547,-76.6244
Maryland,1,39.294,-76.62
Georgia,1,33.5742,-84.5393
Ohio,1,40.2923,-83.1024
Florida,1,30.458,-83.4201
Wisconsin,1,43.0676,-87.9155
Louisiana,1,32.4617,-93.8657
Ohio,1,41.3741,-83.6258
Illinois,1,41.8483,-87.6929
District of Columbia,1,38.8474,-77.0034
Florida,1,27.6348,-80.4266
Virginia,1,37.2857,-79.9123
Florida,1,26.7676,-80.0669
New York,1,43.1422,-77.647
North Carolina,1,35.2394,-80.8268
Maryland,1,39.3243,-76.5678
Louisiana,1,29.9456,-90.0933
Louisiana,1,29.9442,-90.0864
Ohio,1,39.9555,-82.9097
Illinois,1,41.6722,-87.6421
Tennessee,1,35.2379,-88.1769
Florida,1,25.933,-80.2369
Michigan,1,43.6075,-84.7062
Oklahoma,1,36.2322,-95.3102
Delaware,1,39.7432,-75.5648
Ohio,1,40.593,-83.1332
West Virginia,1,39.4238,-79.9874
Ohio,1,39.9622,-82.9665
California,1,32.7514,-117.092
Ohio,1,39.7564,-84.2388
Maryland,1,39.0902,-77.0701
Alabama,1,30.8752,-88.3041
Texas,1,27.7011,-97.3652
Indiana,1,38.2951,-85.7187
Kentucky,1,38.02,-84.4509
New York,1,43.2116,-77.6629
North Carolina,1,36.1232,-80.2559
Washington,1,47.6843,-117.372
Tennessee,1,36.1616,-86.7951
Pennsylvania,1,39.9058,-75.141
Alabama,1,30.8065,-88.2486
Ohio,1,39.9469,-82.9153
Louisiana,1,32.4809,-93.7951
Florida,1,29.0177,-81.2326
South Carolina,1,33.7085,-78.8902
New Mexico,1,35.0733,-106.549
Missouri,1,38.6833,-90.2722
Texas,1,27.7161,-97.4465
West Virginia,1,38.5029,-81.6809
Texas,1,29.7752,-95.3102
South Carolina,1,32.8482,-79.9867
Georgia,1,33.7245,-84.5269
Montana,1,45.9933,-112.507
New York,1,43.0265,-77.63
Florida,1,28.4373,-81.3407
Texas,1,29.4921,-98.3969
Maryland,1,39.4373,-76.6197
New Jersey,1,40.6014,-74.4445
Texas,1,29.6832,-98.1165
Ohio,1,41.5607,-81.5904
Illinois,1,41.911,-87.6628
Massachusetts,1,42.2936,-71.0614
Louisiana,1,30.0348,-89.9743
Virginia,1,36.742,-76.2593
California,1,37.5513,-121.978
Texas,1,27.7161,-97.4465
Nebraska,1,41.3714,-95.9721
Texas,1,29.8834,-95.3911
Louisiana,1,32.4858,-93.7309
Louisiana,1,29.9545,-90.0647
Connecticut,1,41.7469,-72.6839
North Carolina,1,35.1991,-80.8862
North Carolina,1,35.9719,-78.9011
Illinois,1,40.6792,-89.6192
Texas,1,29.5993,-95.4373
Texas,1,29.7708,-94.9694
Texas,1,29.425,-98.6151
Mississippi,1,34.124,-88.7415
Florida,1,30.2625,-81.7775
Tennessee,1,36.5053,-86.8705
Wisconsin,1,43.064,-89.4403
Illinois,1,41.9724,-87.8466
Ohio,1,41.4604,-81.6511
Illinois,1,41.9116,-87.7337
Illinois,1,41.8802,-87.7718
Missouri,1,38.6749,-90.2201
South Carolina,1,34.7738,-82.394
Ohio,1,39.133,-84.5091
Illinois,1,41.7661,-87.5847
Maryland,1,38.9664,-76.4933
Michigan,1,43.4102,-83.936
Florida,1,28.5516,-81.4651
Louisiana,1,30.005,-91.8245
Kansas,1,38.0641,-97.9264
New Jersey,1,39.3621,-74.433
Wisconsin,1,43.0903,-87.9998
North Carolina,1,35.2467,-80.8706
Oklahoma,1,35.4922,-97.4685
District of Columbia,1,38.8589,-76.9682
Michigan,1,43.0212,-83.6622
Texas,1,29.8346,-95.7409
New York,1,40.7866,-73.8273
California,1,34.0756,-118.171
Illinois,1,41.8859,-87.6251
California,1,34.0756,-118.171
Washington,1,46.1433,-122.916
New Jersey,1,39.357,-74.4671
District of Columbia,1,38.9102,-76.985
District of Columbia,1,38.8321,-77.0059
Michigan,1,42.6489,-83.2611
Georgia,1,31.7678,-81.6305
North Carolina,1,35.9698,-80.1987
District of Columbia,1,38.9463,-76.9832
Georgia,1,32.4406,-81.7756
North Carolina,1,34.2295,-77.9427
Georgia,1,32.8324,-83.6627
Oklahoma,1,35.3167,-95.5286
Indiana,1,39.8181,-86.1229
Iowa,1,42.5141,-92.3503
Texas,1,29.8987,-98.354
New Mexico,1,35.0688,-106.664
Missouri,1,38.6698,-90.2002
Texas,1,29.5993,-95.4373
Tennessee,1,36.3043,-87.6782
Missouri,1,38.7186,-90.2515
New York,1,40.5896,-74.1573
Massachusetts,1,42.2428,-71.8473
District of Columbia,1,38.9068,-76.9899
Hawaii,1,21.334,-157.848
North Carolina,1,34.9969,-78.9956
Delaware,1,39.743,-75.5632
Ohio,1,39.9711,-82.9796
Georgia,1,32.0608,-81.0951
Tennessee,1,36.1669,-86.7607
Illinois,1,41.8901,-87.7214
Delaware,1,39.7441,-75.5692
Michigan,1,43.0755,-83.7104
Tennessee,1,35.1538,-89.9535
Michigan,1,42.4137,-82.9572
Texas,1,29.4381,-95.2483
Delaware,1,39.7408,-75.5408
South Carolina,1,32.5225,-80.7564
Delaware,1,39.7545,-75.5004
Alaska,1,64.8422,-147.733
Texas,1,29.6854,-95.4399
Indiana,1,41.576,-87.3526
Georgia,1,32.4504,-84.9415
Indiana,1,39.8833,-86.1298
Iowa,1,41.6038,-93.6317
South Dakota,1,44.3444,-100.28
North Carolina,1,35.1183,-80.8681
New Jersey,1,40.7398,-74.2228
Texas,1,29.8175,-95.4118
South Carolina,1,34.9366,-81.9923
Texas,1,29.8488,-95.4987
Alabama,1,33.5135,-86.8788
North Carolina,1,36.0443,-79.8582
Missouri,1,38.6527,-90.2517
Georgia,1,31.5627,-84.1692
Massachusetts,1,42.284,-71.0769
Florida,1,25.98,-80.2089
South Carolina,1,32.9035,-80.0899
Indiana,1,38.0034,-87.5736
North Carolina,1,35.193,-80.8263
Michigan,1,42.2046,-83.4851
Georgia,1,32.4377,-84.9238
Maryland,1,39.2941,-76.5893
South Carolina,1,32.8869,-80.6558
South Carolina,1,32.9635,-80.0459
Mississippi,1,32.3016,-90.1893
Texas,1,29.8045,-95.5451
Arizona,1,33.5383,-112.203
Ohio,1,39.7619,-84.1382
Texas,1,32.7265,-97.2372
Maryland,1,39.3413,-76.6091
Ohio,1,41.5453,-81.6012
Florida,1,29.0155,-81.3082
Missouri,1,37.2147,-93.367
Ohio,1,39.758,-84.2188
Ohio,1,39.1382,-84.3663
Massachusetts,1,42.0978,-72.5792
New Jersey,1,40.7007,-74.0833
California,1,37.4664,-121.128
Georgia,1,34.3041,-83.8029
Florida,1,30.411,-81.7196
Georgia,1,32.4261,-84.9358
Florida,1,30.352,-81.6802
Ohio,1,39.9716,-82.9147
Maryland,1,39.3021,-76.6689
Nevada,1,39.5359,-119.803
Maryland,1,39.2814,-76.6969
Illinois,1,41.7426,-87.5555
North Carolina,1,35.9817,-78.9056
Maryland,1,39.3205,-76.5606
Alabama,1,32.328,-86.3361
North Carolina,1,35.193,-80.8263
Georgia,1,33.4361,-82.0215
California,1,37.2931,-121.762
Alabama,1,33.239,-87.6117
New Jersey,1,40.2106,-74.7499
Maryland,1,39.3427,-76.6035
Maryland,1,39.3205,-76.5606
California,1,33.7076,-116.218
Missouri,1,38.5905,-90.2401
Tennessee,1,35.6545,-88.8577
Massachusetts,1,42.1054,-72.5911
Tennessee,1,35.254,-89.8421
New York,1,40.6608,-73.9398
Wisconsin,1,42.9738,-87.918
District of Columbia,1,38.8348,-76.9927
Ohio,1,41.5092,-81.5527
Arkansas,1,36.0522,-94.145
Indiana,1,39.8153,-86.1764
Georgia,1,32.0883,-81.1181
Ohio,1,39.1019,-84.5133
North Carolina,1,35.5747,-77.3988
Oklahoma,1,36.0897,-95.9355
Kentucky,1,38.0487,-84.4805
Virginia,1,38.4269,-78.8743
Illinois,1,40.7763,-89.6312
North Carolina,1,35.8446,-78.5801
Florida,1,28.6658,-81.5134
Missouri,1,38.7365,-90.249
Indiana,1,41.118,-85.1285
North Carolina,1,35.2561,-80.7368
Connecticut,1,41.3876,-72.0817
Michigan,1,42.4008,-83.2326
Tennessee,1,35.9184,-83.7661
Oklahoma,1,35.5109,-97.5981
Georgia,1,32.83,-83.6639
Montana,1,45.1455,-112.682
California,1,36.0819,-119.018
California,1,32.7475,-117.08
Texas,1,33.5597,-101.851
Maryland,1,39.3423,-76.5534
Maryland,1,39.2953,-76.594
Rhode Island,1,41.843,-71.4333
South Carolina,1,32.744,-79.9638
Delaware,1,39.746,-75.5567
Texas,1,29.6122,-95.3554
District of Columbia,1,38.8898,-76.9548
North Carolina,1,35.1931,-80.7227
Illinois,1,41.881,-87.6247
Michigan,1,43.2743,-83.4003
Kansas,1,39.0337,-95.6939
Mississippi,1,30.2963,-89.3495
Alabama,1,31.0978,-85.7002
Missouri,1,38.6438,-90.2786
Massachusetts,1,42.4144,-71.0038
New York,1,41.6587,-74.6854
District of Columbia,1,38.8499,-76.981
Colorado,1,39.7439,-104.87
North Carolina,1,35.2021,-80.7236
Iowa,1,42.669,-91.3801
Georgia,1,32.05,-81.0827
New York,1,42.9108,-78.8183
Maryland,1,39.3181,-76.5695
New York,1,42.9112,-78.8596
New Mexico,1,35.2416,-106.668
Delaware,1,38.6938,-75.352
Washington,1,47.6786,-117.424
California,1,38.4685,-121.424
Colorado,1,38.8337,-104.822
Pennsylvania,1,41.1748,-76.0682
Missouri,1,37.9668,-91.8862
District of Columbia,1,38.8945,-76.9178
Pennsylvania,1,39.8957,-75.266
North Carolina,1,35.3481,-80.8434
Pennsylvania,1,41.2292,-75.9263
Georgia,1,31.9458,-81.1205
New York,1,43.1872,-76.7719
New Jersey,1,40.7121,-74.2077
New Jersey,1,40.916,-74.1621
Ohio,1,39.7791,-84.2516
Oklahoma,1,34.4613,-97.6713
Connecticut,1,41.795,-72.6968
Illinois,1,41.7738,-87.6657
Alabama,1,30.6769,-88.0727
Florida,1,27.2905,-80.2962
California,1,36.3099,-119.322
Ohio,1,40.0341,-82.9478
Florida,1,30.4374,-87.2565
Alabama,1,30.7392,-88.0602
Georgia,1,31.9909,-81.1341
Alabama,1,30.675,-88.0777
Missouri,1,38.6197,-90.2066
New Jersey,1,40.8207,-73.9887
Nevada,1,36.1424,-115.049
Louisiana,1,30.0057,-91.8405
Ohio,1,39.9731,-82.9794
Virginia,1,36.6028,-79.3814
Delaware,1,38.8595,-75.3706
Florida,1,26.038,-80.2482
California,1,38.6118,-121.456
New York,1,41.5206,-73.7235
Illinois,1,41.6599,-87.5787
Texas,1,29.4264,-98.4562
New York,1,43.0168,-76.1533
Nebraska,1,41.2142,-96.0814
New York,1,42.9003,-78.8579
New York,1,42.7813,-77.8735
Kentucky,1,36.8667,-87.4666
North Carolina,1,35.8533,-77.0405
Illinois,1,41.9172,-87.7236
Pennsylvania,1,40.3356,-76.4435
Illinois,1,40.6875,-89.6147
Alabama,1,33.9759,-86.0427
Missouri,1,38.6997,-90.2599
Georgia,1,32.0516,-81.0535
New York,1,44.9374,-74.7026
Pennsylvania,1,39.9829,-75.166
Virginia,1,36.719,-76.6266
Pennsylvania,1,39.9845,-76.7278
Ohio,1,39.7437,-84.225
Alabama,1,34.6174,-86.7535
Indiana,1,40.5382,-85.6865
Minnesota,1,44.8605,-93.2539
Louisiana,1,32.44,-93.7961
Vermont,1,43.5026,-72.3954
Louisiana,1,29.9034,-91.6625
Mississippi,1,32.8018,-88.7109
Kentucky,1,38.0779,-84.4528
Louisiana,1,32.4282,-93.7626
Indiana,1,41.0679,-85.1677
Massachusetts,1,42.7226,-71.1518
Illinois,1,41.7561,-87.6417
Virginia,1,36.819,-76.3161
California,1,34.2144,-117.118
Ohio,1,41.531,-81.6325
Illinois,1,41.7873,-87.6266
Texas,1,31.6346,-96.3718
Illinois,1,41.765,-87.6508
Virginia,1,38.8123,-77.1552
Michigan,1,43.008,-83.7243
California,1,39.6126,-123.38
Florida,1,26.6293,-80.135
North Carolina,1,35.2592,-80.9021
Illinois,1,41.7605,-87.5982
New York,1,42.9186,-78.8566
Illinois,1,41.7918,-87.7136
Virginia,1,36.9493,-76.2706
Maine,1,44.1273,-70.489
California,1,39.7253,-121.846
North Carolina,1,34.245,-77.886
Tennessee,1,35.0624,-89.8858
Georgia,1,32.055,-81.1011
Georgia,1,32.001,-81.2512
Illinois,1,41.7568,-87.5993
Texas,1,33.6068,-101.968
New York,1,43.1751,-77.6359
Florida,1,30.413,-87.2534
Florida,1,27.9299,-82.385
Louisiana,1,29.9707,-90.0545
California,1,34.1668,-117.285
Illinois,1,41.7802,-87.6156
Illinois,1,41.7152,-87.5625
Illinois,1,41.7785,-87.5917
Illinois,1,41.6706,-87.6393
Missouri,1,38.7202,-90.229
Ohio,1,41.489,-81.8109
Kentucky,1,38.2871,-85.5512
Florida,1,30.3747,-81.696
North Carolina,1,34.3258,-78.5084
Michigan,1,43.0008,-83.7333
Florida,1,29.4632,-81.4133
District of Columbia,1,38.8558,-76.97
Texas,1,29.4195,-98.6286
Texas,1,27.5144,-99.4994
Texas,1,30.0839,-94.1893
Michigan,1,43.0234,-83.6554
Iowa,1,41.5935,-93.5076
Nebraska,1,41.3139,-95.9532
South Dakota,1,44.8561,-98.0962
Pennsylvania,1,40.5268,-78.3943
Wisconsin,1,43.0829,-87.9211
North Carolina,1,35.3847,-78.0175
Michigan,1,42.4238,-83.0837
Georgia,1,32.0676,-81.0939
Michigan,1,42.2709,-83.1555
Louisiana,1,29.9401,-90.0928
Georgia,1,31.9917,-81.119
California,1,39.2779,-123.211
Iowa,1,41.5938,-93.4958
California,1,39.6244,-121.392
California,1,34.0902,-117.981
Washington,1,47.306,-122.305
California,1,36.6734,-121.632
California,1,36.6906,-121.607
New York,1,40.832,-73.9198
New York,1,40.6769,-73.9371
District of Columbia,1,38.906,-76.9493
Wisconsin,1,43.0624,-87.9139
Alabama,1,33.4889,-86.2451
Indiana,1,41.0521,-85.1265
Texas,1,27.7605,-97.4134
Massachusetts,1,42.3143,-71.0745
Massachusetts,1,42.1377,-71.2587
Louisiana,1,32.4885,-93.7824
Florida,1,28.9199,-81.2092
Ohio,1,41.5716,-81.5777
Illinois,1,41.7973,-87.6988
Indiana,1,39.837,-86.0272
New York,1,40.6692,-73.9373
Alabama,1,32.9976,-87.63
Ohio,1,41.5585,-81.5652
Maryland,1,39.3146,-76.6327
Illinois,1,38.9121,-90.1551
California,1,37.9461,-122.36
Mississippi,1,32.3399,-88.6579
Minnesota,1,45.5626,-94.1314
Georgia,1,32.7971,-83.6493
Tennessee,1,35.9988,-83.869
South Carolina,1,32.7791,-79.9381
Delaware,1,39.7567,-75.5351
Tennessee,1,35.18,-89.9267
Michigan,1,43.033,-83.6491
Massachusetts,1,42.1731,-71.0519
Texas,1,30.2392,-97.7261
Texas,1,32.5309,-94.3835
Texas,1,30.4866,-97.6903
Virginia,1,37.387,-79.145
Oklahoma,1,34.8451,-95.5575
New Jersey,1,40.7334,-74.1625
Florida,1,28.6636,-81.3497
New York,1,40.8295,-73.9349
Tennessee,1,35.658,-88.845
Oklahoma,1,36.1632,-95.8511
New York,1,40.6778,-73.9528
California,1,40.7931,-124.158
Pennsylvania,1,41.2783,-75.8567
Ohio,1,39.1417,-84.5828
New York,1,42.8792,-78.8457
New Jersey,1,40.2295,-74.7585
New Jersey,1,40.7207,-74.0867
New York,1,40.6996,-73.5988
Ohio,1,39.1363,-84.6047
Ohio,1,39.1161,-84.5272
Maryland,1,38.886,-76.8238
Delaware,1,39.7496,-75.5351
Nebraska,1,41.2343,-96.0486
Ohio,1,41.4824,-81.5904
Maryland,1,39.294,-76.62
Ohio,1,41.523,-81.6009
Louisiana,1,30.2443,-92.026
Maine,1,45.548,-68.3512
Wisconsin,1,43.0834,-87.926
North Carolina,1,35.9444,-80.003
Florida,1,30.2795,-81.6419
New Jersey,1,40.74,-74.1998
West Virginia,1,37.9723,-81.1487
Georgia,1,32.0736,-81.0851
New York,1,40.8259,-73.9393
California,1,33.9578,-116.502
Alabama,1,33.5186,-86.8084
District of Columbia,1,38.8543,-76.9896
California,1,38.6368,-121.43
Texas,1,29.4663,-98.6025
Texas,1,29.4621,-98.5871
Texas,1,27.7238,-97.4345
North Carolina,1,35.5965,-82.5554
Alabama,1,34.0267,-86.007
Ohio,1,39.7855,-84.2538
Mississippi,1,30.9819,-89.2568
Kentucky,1,38.2556,-85.6508
New York,1,43.0607,-76.1411
Louisiana,1,29.9651,-90.1134
South Carolina,1,32.4303,-80.751
North Carolina,1,35.5999,-77.3339
Ohio,1,39.9888,-82.9759
Utah,1,41.2129,-111.97
Pennsylvania,1,40.0689,-75.1817
Ohio,1,39.9772,-82.9252
Texas,1,29.9398,-95.5644
Louisiana,1,29.989,-90.073
Kansas,1,37.6898,-97.3411
Alabama,1,33.408,-86.9356
Tennessee,1,35.9933,-83.8787
Delaware,1,39.7425,-75.5404
Wisconsin,1,43.0679,-87.9552
Maryland,1,39.3342,-76.6855
Kansas,1,38.3546,-96.9527
New York,1,40.8516,-73.8913
Louisiana,1,30.2421,-92.024
California,1,34.1579,-118.116
Nevada,1,38.9903,-119.163
Georgia,1,32.6111,-83.8235
California,1,35.3945,-119.154
Ohio,1,39.9998,-82.9817
Illinois,1,41.8236,-87.64
North Carolina,1,35.193,-80.8263
Illinois,1,41.7552,-87.5654
Florida,1,30.1603,-85.5995
Wisconsin,1,43.1119,-87.9726
Louisiana,1,30.2308,-92.0252
New York,1,42.4192,-78.4946
Maryland,1,38.988,-76.9893
Washington,1,48.0138,-122.064
Florida,1,27.4807,-80.344
Texas,1,29.7368,-95.3934
Massachusetts,1,41.9148,-71.0862
Pennsylvania,1,40.368,-79.8939
New York,1,40.8658,-73.8674
Indiana,1,41.0471,-85.1262
California,1,35.3753,-119.003
Illinois,1,41.9332,-87.6396
Pennsylvania,1,40.9608,-75.9697
Missouri,1,38.6646,-90.2536
Ohio,1,41.6631,-83.6059
Tennessee,1,35.087,-89.9673
Indiana,1,41.0303,-85.0896
Florida,1,26.1714,-80.2172
Illinois,1,41.7465,-87.5491
Pennsylvania,1,40.9608,-75.9697
Indiana,1,39.8373,-86.2376
Illinois,1,41.8662,-87.7201
District of Columbia,1,38.8874,-76.9361
Louisiana,1,30.067,-89.9486
Missouri,1,38.6527,-90.2228
New York,1,40.6893,-73.924
Pennsylvania,1,40.0296,-76.3062
Maryland,1,39.3201,-76.6953
Minnesota,1,44.6585,-93.6361
Ohio,1,39.7491,-84.2171
Alabama,1,33.2313,-87.602
Pennsylvania,1,40.0221,-76.3163
Indiana,1,39.7727,-86.2659
Connecticut,1,41.303,-72.9419
North Carolina,1,35.2342,-80.8333
Texas,1,31.3519,-94.7297
Georgia,1,33.7499,-84.4161
New York,1,40.6689,-73.8975
Michigan,1,43.4013,-83.925
Pennsylvania,1,39.9814,-75.1806
Oklahoma,1,35.755,-95.3957
Illinois,1,41.7027,-87.5282
Missouri,1,38.5649,-90.2481
Missouri,1,38.7015,-90.2635
District of Columbia,1,38.9349,-76.9744
Minnesota,1,44.8902,-92.915
New Jersey,1,40.0937,-74.2032
Pennsylvania,1,40.0374,-76.3111
Texas,1,31.3519,-94.7297
Illinois,1,41.8909,-87.6261
Nebraska,1,40.6735,-99.0859
Florida,1,27.47,-82.5695
District of Columbia,1,38.8516,-76.9719
Arkansas,1,36.3367,-94.4594
Alabama,1,33.4763,-86.9183
Alabama,1,33.5685,-86.7166
North Carolina,1,35.4384,-82.5317
Maryland,1,39.294,-76.62
Missouri,1,39.0543,-94.5722
Illinois,1,41.8464,-87.6977
New York,1,42.0914,-76.797
Wisconsin,1,43.5169,-91.0278
Tennessee,1,36.1009,-86.9233
Connecticut,1,41.2997,-72.9431
Maryland,1,38.9824,-76.4902
Virginia,1,37.0855,-79.2967
New York,1,43.0242,-76.1508
New York,1,40.6761,-73.9499
New York,1,41.6997,-73.9207
Washington,1,47.5101,-122.198
Maryland,1,39.3448,-76.6726
Pennsylvania,1,39.9741,-76.6759
Louisiana,1,30.4815,-90.9538
New Jersey,1,40.7363,-74.2119
New York,1,40.8235,-73.9
Florida,1,30.6939,-85.3909
New Jersey,1,40.7183,-74.075
Kentucky,1,38.1418,-84.5154
North Carolina,1,35.2898,-77.5699
Alabama,1,34.7884,-86.5921
Florida,1,26.7868,-80.0688
Georgia,1,31.179,-83.7944
Illinois,1,41.8662,-87.7201
Mississippi,1,30.3747,-89.116
Illinois,1,41.7984,-87.6193
South Dakota,1,44.4189,-103.521
New York,1,40.8226,-73.9204
Florida,1,26.0406,-80.1556
Alabama,1,33.1226,-87.8836
Pennsylvania,1,40.0145,-76.3164
Mississippi,1,32.297,-90.1856
Delaware,1,39.7598,-75.5374
Texas,1,29.3048,-98.4731
Michigan,1,42.2227,-84.3783
Alabama,1,33.6665,-86.7029
Louisiana,1,29.9398,-91.0278
New York,1,42.8966,-78.8169
Massachusetts,1,42.3354,-71.081
New York,1,40.7089,-73.9547
South Carolina,1,34.2081,-79.7836
